epoch,loss,bleu
001,4.963,27.64
002,4.547,32.2
003,4.377,33.87
004,4.332,33.36
005,4.224,35.26
006,4.182,35.89
007,4.154,35.5
008,4.123,36.2
009,4.099,36.4
010,4.075,36.56
011,4.064,36.61
012,4.059,36.28
013,4.038,36.56
014,4.031,36.86
015,4.016,37.04
016,4.005,37.13
017,3.996,37.21
018,3.993,37.2
019,3.983,37.37
020,3.972,37.28
021,3.967,37.34
022,3.964,37.35
023,3.957,37.38
024,3.952,37.35
025,3.952,37.33
026,3.94,37.74
027,3.939,37.8
028,3.94,37.47
029,3.936,37.58
030,3.924,37.77
031,3.924,37.89
032,3.918,37.86
033,3.916,37.67
034,3.918,37.76
035,3.914,37.71
036,3.908,37.9
037,3.909,37.73
038,3.901,38
039,3.892,38.03
040,3.899,37.94
041,3.908,37.63
042,3.901,37.68
043,3.889,38.02
044,3.888,38.01
045,3.882,38.13
046,3.88,38.13
047,3.881,38.16
048,3.88,38.17
049,3.871,38.13
050,3.876,38.13
051,3.869,38.34
052,3.865,38.3
053,3.872,38.13
054,3.866,38.39
055,3.864,38.32
056,3.858,38.42
057,3.865,38.24
058,3.858,38.26
059,3.858,38.35
060,3.86,38.24
061,3.855,38.28
062,3.849,38.43
063,3.848,38.48
064,3.85,38.38
065,3.855,38.23
066,3.852,38.41
067,3.851,38.39
068,3.847,38.34
069,3.85,38.33
070,3.847,38.36
