epoch,loss,bleu
001,4.732,29.47
002,4.361,33.71
003,4.216,35.03
004,4.165,34.65
005,4.077,36.17
006,4.039,36.76
007,4.013,36.34
008,3.984,37.1
009,3.964,37.11
010,3.943,37.31
011,3.931,37.42
012,3.927,37.1
013,3.907,37.42
014,3.905,37.54
015,3.888,37.79
016,3.88,37.92
017,3.87,38.05
018,3.872,37.91
019,3.858,38.15
020,3.852,38.03
021,3.846,38.04
022,3.843,38.15
023,3.835,38.13
024,3.83,38.14
025,3.831,38.08
026,3.818,38.47
027,3.818,38.54
028,3.819,38.23
029,3.813,38.36
030,3.804,38.49
031,3.806,38.61
032,3.8,38.56
033,3.797,38.43
034,3.799,38.49
035,3.794,38.44
036,3.79,38.67
037,3.793,38.43
038,3.783,38.77
039,3.776,38.78
040,3.782,38.68
041,3.79,38.36
042,3.784,38.38
043,3.772,38.7
044,3.774,38.66
045,3.769,38.85
046,3.764,38.81
047,3.766,38.82
048,3.764,38.85
049,3.757,38.81
050,3.76,38.82
051,3.757,38.99
052,3.751,38.97
053,3.756,38.84
054,3.752,39.02
055,3.751,39.04
056,3.746,39.09
057,3.751,38.89
058,3.747,38.92
059,3.746,39.04
060,3.748,38.92
061,3.742,38.92
062,3.739,39.08
063,3.739,39.14
064,3.738,39.05
065,3.743,38.87
066,3.741,39.07
067,3.739,39.04
068,3.736,39.01
069,3.738,39
070,3.736,39.04
