epoch,loss,bleu
001,7.942,3.88
002,6.579,8.89
003,5.659,15.25
004,5.118,19.69
005,4.749,24.74
006,4.583,26.03
007,4.44,28.09
008,4.354,29.53
009,4.272,30.35
010,4.222,30.99
011,4.17,31.41
012,4.137,31.98
013,4.109,32.23
014,4.082,32.35
015,4.064,32.78
016,4.04,33.32
017,4.027,33.66
018,4.013,33.8
019,4.007,33.38
020,3.984,34.07
021,3.976,34.02
022,3.967,34.41
023,3.952,34.47
024,3.945,34.67
025,3.937,34.73
026,3.948,34.36
027,3.929,34.94
028,3.92,34.93
029,3.917,34.84
030,3.917,35.05
031,3.913,35.11
032,3.907,35.23
033,3.903,35.15
034,3.899,35.09
035,3.896,35.15
036,3.899,35.45
037,3.9,35.33
038,3.888,35.68
039,3.902,35.03
040,3.895,35.39
041,3.884,35.69
042,3.886,35.71
043,3.878,35.72
044,3.878,35.81
045,3.878,35.79
046,3.879,35.75
047,3.877,35.93
048,3.869,35.9
049,3.877,35.54
050,3.873,35.72
051,3.867,35.86
052,3.87,35.9
053,3.865,35.94
054,3.877,35.84
055,3.869,36.07
056,3.861,36.14
057,3.862,36.18
058,3.866,35.99
059,3.868,35.97
060,3.86,36.1
