epoch,loss,bleu
001,8.168,3.29
002,6.822,7.82
003,5.912,13.55
004,5.397,17.21
005,4.994,22.33
006,4.798,24.32
007,4.632,26.3
008,4.543,27.62
009,4.445,28.48
010,4.372,29.38
011,4.317,29.73
012,4.281,30.15
013,4.237,31.03
014,4.212,30.93
015,4.195,31.66
016,4.155,32.23
017,4.137,32.59
018,4.113,32.89
019,4.103,32.58
020,4.083,33.1
021,4.069,33.08
022,4.062,33.54
023,4.038,33.61
024,4.037,33.71
025,4.02,33.79
026,4.026,33.87
027,4.006,34.35
028,3.996,34.29
029,3.994,34.17
030,3.986,34.54
031,3.978,34.7
032,3.97,34.61
033,3.962,34.87
034,3.964,34.49
035,3.953,34.52
036,3.956,34.66
037,3.954,34.96
038,3.941,35.08
039,3.962,34.25
040,3.947,34.7
041,3.929,35.18
042,3.93,35.4
043,3.922,35.38
044,3.92,35.52
045,3.917,35.34
046,3.913,35.44
047,3.912,35.46
048,3.905,35.58
049,3.907,35.27
050,3.902,35.33
051,3.898,35.57
052,3.895,35.8
053,3.892,35.63
054,3.903,35.43
055,3.896,35.9
056,3.886,35.8
057,3.885,35.85
058,3.887,35.52
059,3.89,35.67
060,3.881,35.92
