epoch,loss,bleu
001,8.338,2.78
002,6.94,7.23
003,6.051,12.47
004,5.559,16.1
005,5.142,21.21
006,4.936,23.15
007,4.757,25.29
008,4.646,26.67
009,4.543,27.82
010,4.463,28.75
011,4.402,29.36
012,4.367,29.47
013,4.317,30.39
014,4.283,30.62
015,4.264,30.94
016,4.23,31.52
017,4.204,32.11
018,4.18,32.27
019,4.17,32.02
020,4.149,32.44
021,4.133,32.49
022,4.12,33.09
023,4.099,33.23
024,4.095,33.33
025,4.079,33.32
026,4.087,33.2
027,4.064,33.71
028,4.047,33.9
029,4.048,33.82
030,4.039,33.97
031,4.033,34.07
032,4.018,34.39
033,4.017,34.42
034,4.011,34.23
035,4.006,34.07
036,4.006,34.25
037,4.003,34.31
038,3.987,34.63
039,4.005,33.86
040,3.988,34.31
041,3.975,34.76
042,3.97,34.84
043,3.963,35.03
044,3.961,34.88
045,3.96,34.82
046,3.952,35.11
047,3.952,35.12
048,3.944,35.26
049,3.951,34.87
050,3.951,34.95
051,3.939,35.37
052,3.934,35.36
053,3.932,35.07
054,3.935,35.21
055,3.931,35.49
056,3.921,35.66
057,3.921,35.29
058,3.927,35.31
059,3.931,35.23
060,3.919,35.51
