epoch,loss,bleu
001,7.84,4.15
002,6.45,9.51
003,5.543,16.48
004,5.031,20.14
005,4.675,25.33
006,4.533,26.78
007,4.389,28.29
008,4.316,29.56
009,4.24,30.32
010,4.192,31.15
011,4.144,31.32
012,4.115,31.8
013,4.083,32.57
014,4.062,32.46
015,4.048,33.02
016,4.019,33.34
017,4.01,33.7
018,3.998,33.84
019,3.984,33.55
020,3.974,34.06
021,3.969,33.77
022,3.959,34.3
023,3.952,34.52
024,3.942,34.65
025,3.937,34.81
026,3.942,34.46
027,3.928,34.8
028,3.921,35
029,3.922,34.85
030,3.921,34.98
031,3.916,35.19
032,3.909,35.23
033,3.906,35.49
034,3.903,35.22
035,3.905,34.94
036,3.907,35.16
037,3.907,35.37
038,3.898,35.26
039,3.92,34.6
040,3.899,35.29
