epoch,loss,bleu
001,7.66,4.93
002,6.298,10.46
003,5.392,17.61
004,4.866,22.25
005,4.558,26.83
006,4.408,28.2
007,4.299,29.25
008,4.223,30.72
009,4.164,31.22
010,4.12,32.01
011,4.085,32
012,4.063,32.37
013,4.035,32.89
014,4.021,33.08
015,4.005,33.35
016,3.982,33.97
017,3.973,34.27
018,3.962,34.32
019,3.954,34.14
020,3.947,34.43
021,3.943,34.26
022,3.937,34.84
023,3.93,34.64
024,3.93,35.07
025,3.922,35.01
026,3.925,34.89
027,3.918,35.11
028,3.911,35.21
029,3.915,34.84
030,3.918,35.28
031,3.915,35.22
032,3.912,35.12
033,3.913,35.41
034,3.91,35.16
035,3.914,35.03
036,3.921,35.22
037,3.918,35.29
038,3.909,35.57
039,3.93,34.79
040,3.919,35.22
041,3.91,35.36
042,3.915,35.44
043,3.917,35.47
044,3.916,35.59
045,3.917,35.64
046,3.919,35.53
047,3.919,35.46
048,3.92,35.39
049,3.927,35.14
050,3.922,35.49
051,3.922,35.48
052,3.922,35.62
