epoch,loss,bleu
001,8.046,3.5
002,6.679,8.45
003,5.781,14.42
004,5.268,18.22
005,4.864,23.75
006,4.686,25.58
007,4.528,27.38
008,4.447,28.47
009,4.36,29.24
010,4.299,30.26
011,4.246,30.44
012,4.21,30.96
013,4.172,31.78
014,4.15,31.58
015,4.137,31.9
016,4.104,32.67
017,4.091,32.88
018,4.063,33.18
019,4.054,33
020,4.041,33.31
021,4.028,33.36
022,4.02,33.75
023,4,33.88
024,4.001,34.05
025,3.985,34.25
026,3.994,34.1
027,3.974,34.44
028,3.963,34.31
029,3.962,34.31
030,3.958,34.6
031,3.953,34.68
032,3.941,34.93
033,3.937,35.09
034,3.937,34.89
035,3.936,34.74
036,3.936,34.85
037,3.937,34.91
038,3.917,35.27
039,3.935,34.62
040,3.93,34.73
041,3.913,35.45
042,3.911,35.5
043,3.905,35.34
044,3.905,35.62
045,3.901,35.55
046,3.897,35.54
047,3.898,35.65
048,3.894,35.57
049,3.899,35.35
050,3.891,35.51
051,3.889,35.66
052,3.884,35.85
053,3.883,35.49
054,3.892,35.57
055,3.886,35.86
056,3.877,35.86
057,3.881,35.8
058,3.882,35.56
059,3.884,35.62
060,3.875,35.9
