epoch,loss,bleu
001,5.416,20.04
002,4.893,25.56
003,4.695,27.54
004,4.585,28.25
005,4.489,29.9
006,4.429,30.49
007,4.382,30.6
008,4.347,30.92
009,4.318,31.35
010,4.295,31.31
011,4.269,31.8
012,4.27,31.15
013,4.245,31.53
014,4.224,32.24
015,4.208,32.36
016,4.198,32.37
017,4.192,32.33
018,4.18,32.47
019,4.169,32.77
020,4.156,32.69
021,4.151,32.86
022,4.147,32.61
023,4.144,32.63
024,4.137,32.64
025,4.126,33.1
026,4.114,33.13
027,4.114,32.99
028,4.109,33.04
029,4.109,33.15
030,4.102,32.99
031,4.092,33.28
032,4.095,33.22
033,4.08,33.47
034,4.075,33.5
035,4.076,33.29
036,4.071,33.38
037,4.067,33.41
038,4.068,33.42
039,4.065,33.26
040,4.057,33.68
041,4.058,33.44
042,4.055,33.81
043,4.049,33.45
044,4.047,33.6
045,4.042,33.58
046,4.043,33.42
047,4.046,33.48
048,4.035,33.6
049,4.033,33.75
