epoch,loss,bleu
001,4.98,23.4
002,4.512,28.42
003,4.344,30.02
004,4.255,30.72
005,4.179,32.16
006,4.125,32.69
007,4.087,32.8
008,4.058,32.93
009,4.036,33.28
010,4.02,33.24
011,3.998,33.6
012,4.002,33.09
013,3.982,33.37
014,3.959,33.94
015,3.949,34.08
016,3.939,34.09
017,3.935,34.08
018,3.926,34.2
019,3.919,34.42
020,3.908,34.39
021,3.903,34.55
022,3.901,34.25
023,3.898,34.25
024,3.891,34.26
025,3.88,34.69
026,3.874,34.74
027,3.874,34.6
028,3.87,34.55
029,3.87,34.63
030,3.864,34.59
031,3.854,34.81
032,3.859,34.74
033,3.847,35.01
034,3.843,35.05
035,3.843,34.81
036,3.84,34.89
037,3.837,34.91
038,3.836,34.94
039,3.838,34.7
040,3.831,35.1
041,3.83,34.89
042,3.826,35.23
043,3.823,34.89
044,3.823,35.09
045,3.817,35.04
046,3.819,34.83
047,3.822,34.97
048,3.811,35.12
049,3.811,35.21
