epoch,loss,bleu
001,5.088,22.34
002,4.591,27.88
003,4.417,29.46
004,4.323,30.11
005,4.24,31.55
006,4.188,32.18
007,4.149,32.28
008,4.121,32.41
009,4.097,32.85
010,4.078,32.82
011,4.055,33.2
012,4.058,32.6
013,4.038,32.94
014,4.015,33.55
015,4.002,33.69
016,3.995,33.72
017,3.99,33.69
018,3.98,33.75
019,3.973,34.04
020,3.961,33.96
021,3.955,34.12
022,3.955,33.82
023,3.951,33.83
024,3.944,33.9
025,3.934,34.36
026,3.925,34.33
027,3.927,34.15
028,3.922,34.18
029,3.922,34.3
030,3.917,34.21
031,3.908,34.47
032,3.912,34.4
033,3.898,34.65
034,3.893,34.7
035,3.897,34.43
036,3.892,34.58
037,3.888,34.5
038,3.888,34.58
039,3.889,34.35
040,3.881,34.78
041,3.88,34.55
042,3.876,34.93
043,3.874,34.56
044,3.872,34.71
045,3.867,34.7
046,3.866,34.6
047,3.87,34.61
048,3.861,34.7
049,3.86,34.85
