epoch,loss,bleu
001,6.224,11.8
002,5.165,21.29
003,4.783,25
004,4.473,29.7
005,4.318,31.48
006,4.219,32.19
007,4.135,33.41
008,4.067,34.5
009,4.019,34.79
010,3.98,35.55
011,3.942,35.94
012,3.918,36.29
013,3.895,36.24
014,3.871,36.64
015,3.851,36.9
016,3.837,36.85
017,3.815,37.4
018,3.806,37.38
019,3.789,37.61
020,3.774,37.73
021,3.765,37.97
022,3.753,38.09
023,3.75,37.89
024,3.742,38.13
025,3.725,38.41
026,3.738,37.67
027,3.722,37.74
028,3.711,38.5
029,3.711,38.17
030,3.695,38.82
031,3.691,38.64
032,3.685,38.73
033,3.678,38.87
034,3.673,39.09
035,3.668,38.97
036,3.666,38.96
037,3.66,39.08
038,3.653,39.28
039,3.647,39.14
040,3.647,39.2
041,3.648,38.99
042,3.639,39.3
043,3.634,39.27
044,3.633,39.33
045,3.626,39.27
046,3.628,39.35
047,3.624,39.37
048,3.618,39.44
049,3.62,39.51
050,3.611,39.49
051,3.613,39.45
052,3.606,39.74
053,3.607,39.77
054,3.601,39.56
055,3.603,39.64
056,3.598,39.8
057,3.599,39.85
058,3.596,39.72
059,3.59,39.89
060,3.59,39.86
061,3.588,39.92
062,3.585,40.01
063,3.589,39.64
064,3.584,39.83
065,3.578,39.95
066,3.585,39.76
067,3.575,40.07
068,3.573,40.2
069,3.575,39.92
070,3.567,40.17
071,3.569,40.06
072,3.569,40.07
073,3.566,40.16
074,3.564,40.16
075,3.559,40.04
