epoch,loss,bleu
001,6.303,11.22
002,5.286,20.15
003,4.884,24.26
004,4.586,28.52
005,4.427,30.38
006,4.327,31.25
007,4.233,32.45
008,4.158,33.52
009,4.104,34.06
010,4.066,34.67
011,4.023,35.24
012,3.996,35.5
013,3.971,35.5
014,3.948,35.73
015,3.927,36.12
016,3.907,36.18
017,3.884,36.68
018,3.874,36.74
019,3.853,36.92
020,3.842,37.22
021,3.828,37.26
022,3.815,37.52
023,3.813,37.25
024,3.798,37.5
025,3.789,37.84
026,3.796,37.07
027,3.783,37.2
028,3.768,37.98
029,3.767,37.55
030,3.75,38.23
031,3.749,37.99
032,3.74,38.37
033,3.731,38.5
034,3.727,38.48
035,3.72,38.44
036,3.722,38.36
037,3.713,38.63
038,3.705,38.69
039,3.701,38.57
040,3.698,38.77
041,3.699,38.44
042,3.692,38.77
043,3.685,38.86
044,3.684,38.8
045,3.675,38.85
046,3.676,38.9
047,3.674,38.93
048,3.668,39.14
049,3.666,39.05
050,3.659,39.04
051,3.661,38.97
052,3.656,39.18
053,3.655,39.18
054,3.65,39.19
055,3.652,39.08
056,3.645,39.38
057,3.643,39.36
058,3.641,39.23
059,3.638,39.38
060,3.637,39.4
061,3.637,39.4
062,3.632,39.48
063,3.635,39.11
064,3.63,39.39
065,3.623,39.64
066,3.631,39.18
067,3.622,39.51
068,3.618,39.73
069,3.62,39.38
070,3.615,39.82
071,3.616,39.5
072,3.613,39.52
073,3.611,39.76
074,3.61,39.67
075,3.606,39.64
076,3.607,39.74
077,3.607,39.72
