epoch,loss,bleu
001,6.326,11.1
002,5.303,20.14
003,4.886,24.05
004,4.576,28.77
005,4.418,30.61
006,4.313,31.37
007,4.222,32.65
008,4.15,33.54
009,4.1,34.1
010,4.062,34.66
011,4.018,35.24
012,3.995,35.55
013,3.969,35.45
014,3.946,35.88
015,3.925,36.17
016,3.91,36.05
017,3.887,36.76
018,3.877,36.68
019,3.856,37.02
020,3.844,37
021,3.832,37.36
022,3.819,37.48
023,3.812,37.31
024,3.803,37.5
025,3.792,37.77
026,3.804,37
027,3.788,37.09
028,3.773,37.99
029,3.771,37.68
030,3.754,38.3
031,3.75,38.13
032,3.746,38.36
033,3.737,38.33
034,3.73,38.53
035,3.724,38.38
036,3.726,38.28
037,3.717,38.56
038,3.71,38.77
039,3.704,38.6
040,3.702,38.67
041,3.704,38.45
042,3.696,38.74
043,3.689,38.74
044,3.689,38.83
045,3.681,38.86
046,3.682,38.89
047,3.679,38.86
048,3.674,39.05
049,3.671,39.08
050,3.665,38.97
051,3.665,39.02
052,3.66,39.29
053,3.659,39.3
054,3.653,39.12
055,3.656,39.19
056,3.65,39.22
057,3.649,39.4
058,3.647,39.05
059,3.643,39.36
060,3.642,39.42
061,3.641,39.43
062,3.636,39.51
063,3.639,39.24
064,3.633,39.42
065,3.627,39.46
066,3.634,39.28
067,3.626,39.55
068,3.626,39.73
069,3.624,39.41
070,3.618,39.64
071,3.619,39.56
072,3.617,39.57
073,3.615,39.76
074,3.614,39.76
075,3.609,39.59
076,3.611,39.86
077,3.612,39.71
078,3.607,39.81
079,3.604,39.84
080,3.6,39.79
