epoch,loss,bleu
001,6.096,12.21
002,5.029,22.36
003,4.624,27.14
004,4.356,30.53
005,4.203,32.39
006,4.107,33.18
007,4.036,34.23
008,3.97,35.07
009,3.928,35.63
010,3.892,36.15
011,3.852,36.63
012,3.832,36.92
013,3.812,36.8
014,3.79,37.25
015,3.77,37.58
016,3.756,37.57
017,3.737,38.02
018,3.732,37.89
019,3.71,38.26
020,3.701,38.24
021,3.689,38.6
022,3.68,38.73
023,3.676,38.56
024,3.667,38.67
025,3.657,39.01
026,3.669,38.16
027,3.651,38.27
028,3.64,39.08
029,3.638,38.85
030,3.624,39.34
031,3.623,39.23
032,3.616,39.37
033,3.607,39.37
034,3.604,39.56
035,3.6,39.52
036,3.599,39.44
037,3.594,39.61
038,3.586,39.75
039,3.583,39.59
040,3.581,39.67
041,3.581,39.51
042,3.575,39.76
043,3.567,39.77
044,3.57,39.82
045,3.561,39.88
046,3.562,39.89
047,3.559,39.87
048,3.554,39.99
049,3.555,39.94
050,3.547,40.04
051,3.55,39.93
052,3.544,40.25
053,3.543,40.19
054,3.539,40.08
055,3.541,40.08
056,3.536,40.19
057,3.535,40.32
058,3.534,40.14
059,3.528,40.37
060,3.529,40.36
061,3.528,40.39
062,3.523,40.43
063,3.526,40.08
064,3.522,40.29
065,3.514,40.47
066,3.523,40.15
067,3.514,40.51
068,3.512,40.66
069,3.515,40.36
070,3.508,40.6
071,3.509,40.43
072,3.507,40.51
073,3.503,40.69
074,3.504,40.55
075,3.499,40.56
076,3.502,40.7
077,3.503,40.67
078,3.499,40.59
079,3.495,40.72
080,3.492,40.71
