epoch,loss,bleu
001,5.971,12.79
002,4.902,23.66
003,4.493,28.15
004,4.24,31.68
005,4.101,33.37
006,4.014,34.17
007,3.941,35.13
008,3.884,35.99
009,3.843,36.43
010,3.813,36.89
011,3.775,37.45
012,3.756,37.59
013,3.736,37.59
014,3.718,37.97
015,3.696,38.21
016,3.687,38.16
017,3.668,38.57
018,3.664,38.51
019,3.647,38.69
020,3.636,38.89
021,3.623,39.15
022,3.615,39.25
023,3.612,39.24
024,3.604,39.33
025,3.592,39.51
026,3.602,38.87
027,3.588,38.96
028,3.58,39.63
029,3.577,39.45
030,3.564,39.98
031,3.563,39.82
032,3.555,39.96
033,3.551,39.96
034,3.544,40.17
035,3.54,40.01
036,3.542,40.05
037,3.535,40.25
038,3.528,40.3
039,3.524,40.2
040,3.522,40.16
041,3.525,40.09
042,3.517,40.3
043,3.512,40.31
044,3.51,40.42
045,3.505,40.42
046,3.506,40.49
047,3.504,40.43
048,3.498,40.52
049,3.5,40.55
050,3.493,40.59
051,3.494,40.6
052,3.489,40.78
053,3.488,40.78
054,3.485,40.61
055,3.485,40.73
056,3.481,40.77
057,3.481,40.92
058,3.478,40.67
059,3.474,40.94
060,3.475,40.89
061,3.474,40.87
062,3.47,41.03
063,3.475,40.57
064,3.468,40.96
065,3.463,41.07
066,3.471,40.7
067,3.46,41.12
068,3.46,41.2
069,3.46,40.98
070,3.457,41.15
071,3.456,41.01
072,3.457,40.97
073,3.453,41.16
074,3.453,41.2
075,3.448,41.11
