epoch,loss,bleu
001,5.852,13.51
002,4.774,24.67
003,4.377,29.61
004,4.138,32.75
005,4.009,34.4
006,3.934,34.98
007,3.864,35.92
008,3.81,36.82
009,3.771,37.02
010,3.744,37.4
011,3.71,38.04
012,3.692,38.26
013,3.674,38.23
014,3.657,38.43
015,3.638,38.73
016,3.629,38.73
017,3.612,39.14
018,3.604,39.14
019,3.589,39.45
020,3.582,39.31
021,3.572,39.67
022,3.563,39.62
023,3.561,39.53
024,3.552,39.8
025,3.545,39.88
026,3.547,39.31
027,3.541,39.28
028,3.53,40.07
029,3.529,39.9
030,3.515,40.34
031,3.513,40.2
032,3.509,40.36
033,3.503,40.29
034,3.497,40.52
035,3.493,40.36
036,3.496,40.42
037,3.486,40.68
038,3.482,40.72
039,3.479,40.52
040,3.477,40.67
041,3.479,40.61
042,3.475,40.64
043,3.467,40.63
044,3.466,40.8
045,3.46,40.81
046,3.46,41.01
047,3.46,40.81
048,3.457,40.84
049,3.455,40.98
050,3.449,40.82
051,3.451,41.02
052,3.445,41.2
053,3.446,41.17
054,3.444,40.96
055,3.443,41.06
056,3.44,41.2
057,3.44,41.29
058,3.438,41.06
059,3.434,41.33
060,3.432,41.31
061,3.432,41.33
062,3.43,41.36
063,3.432,41.01
064,3.428,41.34
065,3.423,41.41
066,3.43,41.08
067,3.422,41.46
068,3.42,41.44
069,3.421,41.33
070,3.417,41.47
071,3.417,41.33
072,3.417,41.35
073,3.413,41.55
074,3.412,41.58
075,3.409,41.36
076,3.411,41.57
077,3.413,41.54
078,3.41,41.56
079,3.406,41.56
080,3.404,41.52
