epoch,loss,bleu
001,8.521,1.22
002,7.421,2.78
003,6.687,6.68
004,6.163,9.52
005,5.751,12.78
006,5.483,15.94
007,5.303,17.99
008,5.129,19.75
009,5.007,20.84
010,4.918,21.96
011,4.847,22.75
012,4.783,23.33
013,4.754,23.58
014,4.7,24.36
015,4.667,24.82
016,4.64,25.48
017,4.616,25.39
018,4.596,25.76
019,4.581,26.25
020,4.559,26.09
021,4.538,26.53
022,4.53,26.54
023,4.514,26.64
024,4.505,26.96
025,4.537,26.05
026,4.484,27.03
027,4.47,26.95
028,4.479,27.03
029,4.462,27.6
030,4.474,27.16
031,4.453,27.86
032,4.45,27.75
033,4.441,27.86
034,4.448,28.08
035,4.434,27.93
036,4.436,27.95
037,4.42,27.79
038,4.42,28.11
039,4.441,27.71
040,4.411,28.15
041,4.41,28.45
042,4.417,28.44
043,4.415,28.27
044,4.411,28.17
045,4.405,28.4
046,4.406,28.56
047,4.393,28.51
048,4.406,28.66
049,4.399,28.56
050,4.404,28.63
051,4.401,28.54
052,4.396,28.6
053,4.395,28.82
054,4.4,28.49
055,4.395,28.5
056,4.391,28.59
057,4.388,28.63
058,4.4,28.28
059,4.391,28.49
060,4.395,28.79
