epoch,loss,bleu
001,8.944,0.77
002,7.98,2.05
003,7.302,4.44
004,6.715,7.04
005,6.331,8.99
006,6.089,11.96
007,5.931,13.17
008,5.725,14.45
009,5.565,16.74
010,5.484,16.56
011,5.352,18.28
012,5.283,19.3
013,5.203,20.1
014,5.161,20.4
015,5.092,20.95
016,5.071,21.1
017,5.017,22.27
018,4.972,22.65
019,4.943,22.99
020,4.907,23.25
021,4.888,23.28
022,4.872,23.79
023,4.829,23.99
024,4.817,24.44
025,4.874,22.53
026,4.776,24.36
027,4.759,24.62
028,4.769,24.7
029,4.739,25.13
030,4.727,24.92
031,4.71,25.46
032,4.701,25.67
033,4.689,25.96
034,4.686,25.79
035,4.661,25.89
036,4.659,26.11
037,4.634,25.98
038,4.634,26.31
039,4.653,25.42
040,4.617,26.6
041,4.611,26.69
042,4.612,26.85
043,4.6,26.46
044,4.592,26.47
045,4.582,26.86
046,4.573,27.04
047,4.562,26.75
048,4.567,27.16
049,4.563,26.89
050,4.562,27.02
051,4.56,27.13
052,4.556,27.4
053,4.539,27.25
054,4.537,27.41
055,4.531,27.37
056,4.522,27.43
057,4.516,27.32
058,4.529,27.24
059,4.516,27.42
060,4.525,27.66
