epoch,loss,bleu
001,4.82,29.02
002,4.436,33.29
003,4.278,34.6
004,4.241,33.96
005,4.137,35.84
006,4.096,36.38
007,4.069,36.07
008,4.036,36.79
009,4.016,36.8
010,3.996,37
011,3.983,37.08
012,3.979,36.77
013,3.96,37.01
014,3.952,37.25
015,3.938,37.5
016,3.93,37.61
017,3.92,37.69
018,3.918,37.59
019,3.907,37.79
020,3.899,37.65
021,3.892,37.72
022,3.891,37.84
023,3.883,37.82
024,3.878,37.81
025,3.878,37.81
026,3.867,38.14
027,3.866,38.27
028,3.868,37.88
029,3.863,38.07
030,3.851,38.21
031,3.853,38.31
032,3.847,38.27
033,3.844,38.14
034,3.845,38.21
035,3.842,38.12
036,3.836,38.38
037,3.839,38.19
038,3.829,38.43
039,3.823,38.48
040,3.83,38.38
041,3.838,38.08
042,3.832,38.13
043,3.819,38.43
044,3.82,38.41
045,3.813,38.54
046,3.812,38.58
047,3.813,38.55
048,3.811,38.58
049,3.803,38.56
050,3.806,38.55
051,3.802,38.7
052,3.797,38.69
053,3.805,38.55
054,3.8,38.78
055,3.796,38.78
056,3.792,38.82
057,3.798,38.61
058,3.793,38.63
059,3.791,38.71
060,3.795,38.64
061,3.787,38.64
062,3.785,38.85
063,3.784,38.8
064,3.785,38.8
065,3.79,38.59
066,3.787,38.81
067,3.785,38.78
068,3.781,38.71
069,3.785,38.74
