epoch,loss,bleu
001,4.631,30.68
002,4.283,34.48
003,4.145,35.63
004,4.1,35.17
005,4.012,36.73
006,3.976,37.18
007,3.95,36.87
008,3.921,37.58
009,3.902,37.71
010,3.886,37.82
011,3.873,37.83
012,3.864,37.6
013,3.85,37.82
014,3.848,38.02
015,3.834,38.17
016,3.825,38.35
017,3.817,38.41
018,3.818,38.27
019,3.804,38.56
020,3.798,38.35
021,3.792,38.44
022,3.79,38.58
023,3.782,38.59
024,3.779,38.49
025,3.779,38.49
026,3.77,38.84
027,3.77,38.94
028,3.771,38.52
029,3.766,38.68
030,3.756,38.89
031,3.76,38.94
032,3.752,38.93
033,3.751,38.78
034,3.751,38.83
