epoch,loss,bleu
001,5.31,21.02
002,4.793,26.26
003,4.607,28.18
004,4.501,28.87
005,4.414,30.48
006,4.359,31.15
007,4.315,31.21
008,4.281,31.45
009,4.256,31.85
010,4.234,31.81
011,4.209,32.27
012,4.213,31.68
013,4.19,31.99
014,4.164,32.64
015,4.152,32.81
016,4.142,32.78
017,4.138,32.82
018,4.125,32.89
019,4.116,33.17
020,4.104,33.15
021,4.098,33.29
022,4.095,33
023,4.093,32.95
024,4.083,33.07
025,4.072,33.46
026,4.063,33.49
027,4.061,33.4
028,4.059,33.32
029,4.057,33.51
030,4.051,33.4
031,4.04,33.68
032,4.045,33.6
033,4.03,33.87
034,4.027,33.91
035,4.025,33.7
036,4.02,33.78
037,4.017,33.74
038,4.019,33.83
039,4.019,33.54
040,4.009,34
041,4.007,33.83
042,4.004,34.14
043,4.001,33.78
044,4,33.95
045,3.993,33.97
046,3.993,33.74
047,3.996,33.85
048,3.985,33.99
049,3.985,34.08
