epoch,loss,bleu
001,8.055,3.21
002,6.656,8.34
003,5.767,14.59
004,5.239,18.22
005,4.839,23.93
006,4.665,25.42
007,4.508,27.61
008,4.424,28.77
009,4.335,29.63
010,4.281,30.77
011,4.227,30.86
012,4.194,31.51
013,4.161,31.96
014,4.134,32.01
015,4.117,32.57
016,4.084,33.07
017,4.071,33.39
018,4.049,33.54
019,4.045,33.03
020,4.027,33.77
021,4.01,33.85
022,4,34.03
023,3.991,34.18
024,3.987,34.34
025,3.975,34.21
026,3.982,34.21
027,3.962,34.68
028,3.95,34.75
029,3.956,34.68
030,3.947,34.8
031,3.942,35.01
032,3.933,35.02
033,3.926,35.16
034,3.926,35.04
035,3.927,34.94
036,3.921,35.12
037,3.924,35.17
038,3.91,35.39
039,3.927,34.9
040,3.911,35.1
041,3.902,35.56
042,3.901,35.55
043,3.897,35.57
044,3.896,35.76
045,3.895,35.39
046,3.891,35.63
047,3.891,35.84
048,3.887,35.68
049,3.893,35.34
050,3.884,35.72
051,3.881,35.76
052,3.877,35.85
053,3.878,35.7
054,3.886,35.78
055,3.879,36.16
056,3.871,35.98
057,3.877,35.9
058,3.873,35.76
059,3.874,35.9
060,3.87,36.03
