epoch,loss,bleu
001,8.571,1.63
002,7.197,6.49
003,6.328,10.98
004,5.838,14.61
005,5.427,18.72
006,5.239,20.6
007,5.028,22.81
008,4.92,23.87
009,4.78,25.65
010,4.697,26.67
011,4.619,27.24
012,4.588,27.35
013,4.512,28.76
014,4.477,28.87
015,4.455,29.48
016,4.409,29.92
017,4.388,30.41
018,4.348,30.87
019,4.338,30.59
020,4.31,31.03
021,4.292,31.2
022,4.275,31.82
023,4.25,31.79
024,4.239,32.03
025,4.224,32.14
026,4.232,32.07
027,4.201,32.61
028,4.188,32.58
029,4.18,32.7
030,4.175,32.85
031,4.16,32.81
032,4.15,33.08
033,4.141,33.38
034,4.141,33.06
035,4.132,33.08
036,4.121,33.38
037,4.126,33.34
038,4.101,33.8
039,4.131,32.47
040,4.106,33.27
041,4.088,33.97
042,4.086,33.92
043,4.072,34.03
044,4.073,34.25
045,4.069,33.98
046,4.065,34.21
047,4.061,34.27
048,4.055,34.38
049,4.061,33.83
050,4.055,33.99
051,4.042,34.57
052,4.033,34.53
053,4.036,34.37
054,4.04,34.35
055,4.033,34.67
056,4.019,34.77
057,4.021,34.68
058,4.027,34.58
059,4.019,34.43
060,4.012,34.66
