epoch,loss,bleu
001,9.332,1.01
002,8.187,1.62
003,7.504,2.6
004,7.022,5.5
005,6.639,7.26
006,6.527,8.35
007,6.175,10.84
008,6.096,10.05
009,5.876,13.48
010,5.767,14.32
011,5.653,15.15
012,5.599,16.13
013,5.686,15.17
014,5.454,17.72
015,5.407,18.14
016,5.333,18.92
017,5.301,19.38
018,5.258,19.57
019,5.226,19.69
020,5.22,19.82
021,5.176,20.7
022,5.191,19.57
023,5.151,20.67
024,5.109,20.8
025,5.093,21.79
026,5.073,21.22
027,5.053,21.71
028,5.058,21.8
029,5.048,21.83
030,5.019,22.37
031,5,22.26
032,5.052,21.72
033,4.983,22.84
034,4.993,22.55
035,4.972,23.22
036,4.989,22.34
037,4.947,23.04
038,4.966,22.91
039,4.938,23.32
040,4.964,22.78
041,4.921,23.39
042,4.933,23.44
043,4.92,23.33
044,4.921,23.64
045,4.916,23.56
046,4.921,23.4
047,4.895,23.85
048,4.887,24
049,4.893,23.81
050,4.886,23.97
051,4.889,23.99
052,4.914,23.31
053,4.886,24.18
054,4.872,23.93
055,4.865,24.1
056,4.861,23.92
057,4.856,24.44
058,4.858,24.48
059,4.874,23.85
060,4.861,24.3
