epoch,loss,bleu
001,8.637,1.09
002,7.409,3.63
003,6.802,5.39
004,6.336,8.52
005,5.965,11.54
006,5.728,13.57
007,5.504,15.86
008,5.357,15.65
009,5.21,18.51
010,5.143,19.28
011,5.07,19.79
012,5.033,20.74
013,5.085,19.37
014,4.97,21.82
015,4.968,21.79
016,4.94,22.01
017,4.933,22.52
018,4.923,22.7
019,4.933,22.46
020,4.921,22.96
021,4.911,23.15
022,4.95,21.53
023,4.917,23.1
024,4.924,22.92
025,4.929,23.18
026,4.939,22.54
027,4.933,23.12
028,4.933,23.21
029,4.946,23.19
030,4.952,23.27
031,4.947,23.04
032,4.965,23.07
033,4.963,23.36
034,4.954,23.14
035,4.963,23.51
036,4.988,23.06
037,4.977,23.19
038,4.992,23.43
039,4.984,23.35
040,5.003,23.05
041,5,23.3
042,5.023,23.12
