epoch,loss,bleu
001,7.558,2.88
002,6.606,6.76
003,5.98,11.56
004,5.572,14.97
005,5.368,16.51
006,5.217,18.16
007,5.093,19.17
008,5.069,19.7
009,4.964,21.22
010,4.929,21.38
011,4.911,21.75
012,4.894,22.77
013,4.882,22.6
014,4.872,22.95
015,4.869,23.09
016,4.867,23.3
017,4.863,23.57
018,4.863,23.47
019,4.868,23.44
020,4.872,23.66
021,4.879,23.59
022,4.882,23.7
023,4.885,23.69
024,4.904,23.49
025,4.905,23.58
026,4.904,23.97
027,4.909,23.71
028,4.916,23.5
029,4.928,23.37
030,4.926,23.71
031,4.928,23.69
032,4.941,23.87
033,4.949,23.64
