epoch,loss,bleu
001,9.014,0.83
002,7.786,2.28
003,7.154,3.99
004,6.677,6.98
005,6.312,9.09
006,6.141,10.67
007,5.882,13.08
008,5.718,12.64
009,5.539,15.94
010,5.429,17.15
011,5.329,17.83
012,5.27,18.95
013,5.323,17.44
014,5.147,20.33
015,5.12,20.29
016,5.064,20.82
017,5.044,21.38
018,5.011,21.73
019,4.995,21.36
020,4.981,22.02
021,4.964,22.08
022,4.977,21.09
023,4.941,22.71
024,4.912,22.47
025,4.906,23.25
026,4.907,22.38
027,4.881,23.01
028,4.88,22.77
029,4.877,23.35
030,4.864,23.67
031,4.855,23.6
032,4.889,22.92
033,4.851,23.95
034,4.854,23.26
035,4.839,23.97
036,4.866,23.12
037,4.834,23.83
038,4.84,23.94
039,4.837,24.2
040,4.846,23.71
041,4.822,24.43
042,4.851,23.77
043,4.833,24.05
044,4.827,24.13
045,4.824,24.37
046,4.835,23.91
047,4.816,24.45
048,4.818,24.52
049,4.83,24.16
050,4.821,24.62
051,4.824,24.6
052,4.854,23.83
053,4.825,24.59
054,4.828,24.32
055,4.818,24.52
056,4.82,24.43
057,4.814,24.76
058,4.822,24.67
059,4.825,24.3
060,4.823,24.33
