epoch,loss,bleu
001,8.911,0.86
002,7.703,2.4
003,7.064,4.02
004,6.583,7.42
005,6.222,9.77
006,6.079,10.87
007,5.789,13.59
008,5.62,13.42
009,5.441,16.6
010,5.338,17.66
011,5.249,18.19
012,5.199,19.29
013,5.252,17.93
014,5.085,20.61
015,5.061,20.91
016,5.011,21.36
017,4.997,21.77
018,4.974,22
019,4.961,21.83
020,4.938,22.59
021,4.928,22.59
022,4.946,21.52
023,4.913,22.92
024,4.892,22.77
025,4.886,23.29
026,4.897,22.57
027,4.875,23.27
028,4.879,23.19
029,4.871,23.7
030,4.866,23.69
031,4.858,23.6
032,4.882,23.44
033,4.856,24.05
034,4.857,23.69
035,4.849,24.03
036,4.865,23.71
037,4.841,24.13
038,4.864,24.16
039,4.848,24.08
040,4.861,23.68
041,4.846,24.51
042,4.86,23.97
043,4.85,23.9
044,4.853,24.14
045,4.851,24.35
046,4.851,24.3
047,4.851,24.36
048,4.85,24.41
