epoch,loss,bleu
001,8.745,1.05
002,7.485,3.01
003,6.865,5.01
004,6.407,8.26
005,6.043,10.7
006,5.791,12.81
007,5.565,15.11
008,5.398,15.39
009,5.239,18.25
010,5.169,19.12
011,5.082,19.72
012,5.051,20.65
013,5.088,19.36
014,4.966,21.71
015,4.95,21.76
016,4.925,22.22
017,4.91,22.7
018,4.9,22.75
019,4.903,22.67
020,4.879,23.08
021,4.884,23.18
022,4.908,21.76
023,4.888,23.18
024,4.879,23.07
025,4.873,23.8
026,4.877,23.19
027,4.875,23.34
028,4.879,23.34
029,4.876,23.62
030,4.883,23.65
031,4.882,23.57
032,4.893,23.43
