epoch,loss,bleu
001,7.45,3.07
002,6.096,10.69
003,5.517,13.91
004,5.113,19.65
005,4.905,21.53
006,4.804,22.13
007,4.686,23.82
008,4.636,24.38
009,4.595,24.62
010,4.549,25.3
011,4.535,25.36
012,4.507,25.62
013,4.488,26.73
014,4.463,26.68
015,4.458,26.48
016,4.44,27
017,4.438,26.97
018,4.432,27.31
019,4.432,27.45
020,4.435,27.24
021,4.424,27.73
022,4.415,27.65
023,4.426,27.39
024,4.415,27.85
025,4.415,27.7
026,4.415,27.61
027,4.42,27.84
028,4.422,27.86
029,4.427,27.95
030,4.426,27.71
031,4.422,28.25
032,4.424,27.95
033,4.433,27.64
034,4.43,28.03
035,4.432,27.78
036,4.424,27.89
037,4.422,28.14
038,4.429,28.2
