epoch,loss,bleu
001,8.793,0.76
002,7.791,2.32
003,7.073,5.22
004,6.509,7.94
005,6.136,10.16
006,5.894,13.06
007,5.718,14.81
008,5.51,16.49
009,5.371,18.18
010,5.276,18.45
011,5.156,19.97
012,5.108,20.83
013,5.037,21.29
014,4.978,22.08
015,4.932,22.46
016,4.901,22.76
017,4.854,23.16
018,4.828,23.75
019,4.795,24.2
020,4.767,24.48
021,4.745,24.64
022,4.732,24.85
023,4.694,25.3
024,4.679,25.52
025,4.723,24.2
026,4.645,25.39
027,4.629,26.08
028,4.638,25.93
029,4.612,26.23
030,4.607,25.88
031,4.584,26.58
032,4.582,26.43
033,4.563,26.87
034,4.574,26.85
035,4.551,26.99
036,4.546,27.04
037,4.527,26.89
038,4.524,27.33
039,4.537,26.72
040,4.508,27.47
041,4.507,27.61
042,4.505,27.54
043,4.499,27.34
044,4.493,27.45
045,4.484,27.8
046,4.472,27.75
047,4.461,27.67
048,4.468,27.81
049,4.463,27.89
050,4.468,27.92
051,4.46,27.84
052,4.456,28.11
053,4.447,28.04
054,4.442,27.99
055,4.441,28.17
056,4.434,28.06
057,4.427,28.06
058,4.44,27.71
059,4.429,28.08
060,4.442,28.55
