epoch,loss,bleu
001,7.597,3.03
002,6.332,9.31
003,5.773,11.9
004,5.352,17.53
005,5.12,19.43
006,4.987,20.56
007,4.847,22.49
008,4.765,23.38
009,4.714,23.52
010,4.648,24.54
011,4.622,24.61
012,4.586,25.12
013,4.546,26.11
014,4.524,26.17
015,4.51,26.22
016,4.479,26.68
017,4.467,26.7
018,4.451,27.06
019,4.447,27.29
020,4.439,27.28
021,4.429,27.6
022,4.412,27.8
023,4.411,27.52
024,4.41,28.03
025,4.398,27.8
026,4.403,27.63
027,4.388,28.01
028,4.384,28.01
029,4.385,28.15
030,4.381,28.07
031,4.378,28.48
032,4.373,28.36
033,4.373,28.42
034,4.368,28.56
035,4.367,28.46
036,4.366,28.57
037,4.357,28.66
038,4.359,28.84
039,4.354,28.81
040,4.356,28.63
041,4.355,28.53
042,4.354,28.62
043,4.362,28.62
044,4.351,28.75
045,4.355,28.6
