epoch,loss,bleu
001,8.712,1.16
002,7.659,2.37
003,6.932,5.61
004,6.391,8.43
005,5.996,10.93
006,5.74,14.32
007,5.575,15.91
008,5.36,17.63
009,5.216,19.22
010,5.12,20.15
011,5.021,20.91
012,4.954,22.07
013,4.926,21.99
014,4.861,22.94
015,4.815,23.69
016,4.779,24.17
017,4.743,24.01
018,4.72,24.56
019,4.698,25.16
020,4.664,25.29
021,4.656,25.6
022,4.634,25.71
023,4.606,25.73
024,4.602,26.13
025,4.639,25.25
026,4.564,26.21
027,4.549,26.48
028,4.554,26.43
029,4.537,26.91
030,4.54,26.57
031,4.518,27.16
032,4.51,27.27
033,4.498,27.35
034,4.511,27.21
035,4.483,27.5
036,4.483,27.68
037,4.463,27.39
038,4.46,27.72
039,4.475,27.09
040,4.449,27.89
041,4.448,27.87
042,4.445,27.77
043,4.448,27.7
044,4.439,27.74
045,4.431,28.12
046,4.424,28.19
047,4.413,28.02
048,4.419,28.21
049,4.42,28.27
050,4.419,28.22
051,4.415,28.47
052,4.412,28.52
053,4.404,28.41
054,4.402,28.39
055,4.399,28.43
056,4.392,28.46
057,4.388,28.33
058,4.397,28.28
059,4.386,28.51
