epoch,loss,bleu
001,8.682,1.21
002,7.666,2.61
003,6.941,5.45
004,6.399,8.1
005,5.981,10.92
006,5.715,14.38
007,5.537,16.36
008,5.339,18.05
009,5.217,19.25
010,5.122,19.91
011,5.017,21.11
012,4.956,21.91
013,4.91,22.52
014,4.851,23.13
015,4.81,23.61
016,4.778,24.15
017,4.745,24.18
018,4.726,24.67
019,4.695,25.04
020,4.667,25.31
021,4.651,25.51
022,4.632,25.64
023,4.605,25.71
024,4.592,26.13
025,4.639,25.02
026,4.562,26.08
027,4.546,26.3
028,4.566,26.27
029,4.537,26.68
030,4.537,26.37
031,4.521,27
032,4.514,27.16
033,4.505,27.16
034,4.511,27.11
035,4.482,27.27
036,4.491,27.37
037,4.466,27.2
038,4.468,27.65
039,4.481,27.05
040,4.456,27.71
041,4.451,27.78
042,4.454,27.86
043,4.446,27.69
044,4.444,27.62
045,4.436,27.99
046,4.429,28.04
047,4.419,27.86
048,4.421,28.22
049,4.424,28.01
050,4.427,28.18
051,4.42,28.26
052,4.412,28.27
053,4.405,28.36
054,4.409,28.25
055,4.408,28.45
056,4.397,28.37
057,4.393,28.45
058,4.407,28.33
059,4.394,28.45
060,4.407,28.83
