epoch,loss,bleu
001,8.791,1.12
002,7.804,2.31
003,7.109,4.89
004,6.542,7.78
005,6.152,10.13
006,5.901,13.07
007,5.714,14.91
008,5.5,16.83
009,5.355,18.22
010,5.255,18.98
011,5.146,20.15
012,5.095,20.71
013,5.024,21.38
014,4.973,22.11
015,4.927,22.66
016,4.899,22.79
017,4.853,23.11
018,4.816,23.83
019,4.788,24.34
020,4.764,24.49
021,4.747,24.53
022,4.728,24.9
023,4.694,25.03
024,4.685,25.48
025,4.716,24.57
026,4.647,25.49
027,4.624,25.94
028,4.639,25.69
029,4.603,26.19
030,4.603,26.05
031,4.58,26.65
032,4.578,26.63
033,4.572,26.81
034,4.563,26.89
035,4.553,26.86
036,4.541,27.04
037,4.52,26.85
038,4.524,27.22
039,4.537,26.57
040,4.506,27.34
041,4.5,27.48
042,4.506,27.53
043,4.5,27.26
044,4.491,27.3
045,4.483,27.59
046,4.472,27.63
047,4.458,27.66
048,4.471,27.88
049,4.462,27.7
050,4.467,27.88
051,4.459,28.02
052,4.456,28.09
053,4.445,28.07
054,4.44,27.83
055,4.44,28.11
056,4.427,28.19
057,4.426,28.01
058,4.436,27.85
059,4.429,28.01
060,4.424,28.37
