epoch,loss,bleu
001,8.283,1.74
002,7.122,3.92
003,6.414,8.64
004,5.882,11.79
005,5.43,15.52
006,5.189,18.45
007,5.022,20.33
008,4.899,21.54
009,4.82,22.28
010,4.755,23.34
011,4.718,23.88
012,4.67,24.1
013,4.66,24.27
014,4.619,24.98
015,4.586,25.39
016,4.577,25.75
017,4.564,25.42
018,4.554,25.79
019,4.55,26.14
020,4.535,26.01
021,4.529,26.38
022,4.52,26.52
023,4.516,26.47
024,4.526,26.84
025,4.544,26.13
026,4.503,26.48
027,4.503,26.68
028,4.519,26.52
029,4.503,26.77
030,4.512,26.52
031,4.501,27.19
032,4.508,26.86
033,4.503,27.21
034,4.506,27.33
035,4.504,27.12
036,4.51,27.34
037,4.497,27.04
038,4.505,27.25
039,4.527,26.83
040,4.501,27.2
041,4.507,27.2
042,4.514,27.36
043,4.525,26.99
044,4.522,26.85
045,4.516,27.07
046,4.513,27.19
047,4.509,27.09
048,4.519,27.27
049,4.518,27.27
