epoch,loss,bleu
001,8.226,1.75
002,7.044,4.15
003,6.334,8.89
004,5.791,12.11
005,5.38,15.65
006,5.135,18.78
007,4.968,20.67
008,4.863,21.61
009,4.777,22.45
010,4.717,23.68
011,4.655,24.34
012,4.632,24.39
013,4.603,24.75
014,4.576,25.33
015,4.555,25.75
016,4.546,26.1
017,4.535,25.83
018,4.52,26.12
019,4.519,26.68
020,4.52,26.4
021,4.506,26.75
022,4.503,26.72
023,4.5,26.82
024,4.499,27.06
025,4.514,26.85
026,4.494,27.08
027,4.495,26.95
028,4.51,26.85
029,4.497,27.27
030,4.513,26.92
031,4.499,27.42
032,4.501,27.52
033,4.496,27.43
034,4.516,27.63
035,4.505,27.27
036,4.511,27.57
037,4.509,27.25
038,4.512,27.24
039,4.532,26.82
040,4.513,27.65
041,4.522,27.73
042,4.524,27.78
043,4.536,27.38
044,4.532,27.27
045,4.525,27.55
046,4.529,27.57
047,4.529,27.49
048,4.539,27.55
049,4.531,27.47
