epoch,loss,bleu
001,8.598,1.5
002,7.53,2.83
003,6.8,6.02
004,6.281,8.95
005,5.842,11.81
006,5.565,15.61
007,5.392,17.43
008,5.214,19.31
009,5.094,20.45
010,5.002,21.28
011,4.926,21.98
012,4.856,22.8
013,4.822,23.01
014,4.767,23.65
015,4.726,24.21
016,4.692,24.78
017,4.669,24.5
018,4.643,25.04
019,4.629,25.58
020,4.601,25.56
021,4.586,25.86
022,4.573,26.27
023,4.557,25.97
024,4.544,26.47
025,4.579,25.56
026,4.511,26.62
027,4.502,26.75
028,4.509,26.82
029,4.49,27.12
030,4.49,26.78
031,4.472,27.48
032,4.467,27.33
033,4.459,27.6
034,4.471,27.73
035,4.446,27.61
036,4.449,27.89
037,4.431,27.64
038,4.43,27.99
039,4.445,27.32
040,4.415,28.08
041,4.417,27.98
042,4.42,28.16
043,4.421,27.75
044,4.413,27.84
045,4.405,28.19
046,4.398,28.04
047,4.389,28.12
048,4.399,28.4
049,4.394,28.09
050,4.405,28.32
051,4.393,28.42
052,4.392,28.52
053,4.386,28.74
054,4.39,28.53
055,4.384,28.54
056,4.377,28.46
057,4.375,28.49
058,4.392,28.31
059,4.374,28.51
060,4.381,28.82
