epoch,loss,bleu
001,8.36,1.52
002,7.231,3.87
003,6.53,7.88
004,5.954,11.25
005,5.523,14.52
006,5.271,17.77
007,5.107,19.67
008,4.968,20.76
009,4.879,21.83
010,4.81,22.71
011,4.76,23.31
012,4.705,23.68
013,4.687,24.02
014,4.637,24.53
015,4.607,24.94
016,4.597,25.47
017,4.578,24.96
018,4.564,25.59
019,4.555,26.06
020,4.541,26
021,4.532,26.17
022,4.519,26.23
023,4.516,26.09
024,4.515,26.6
025,4.533,25.86
026,4.491,26.7
027,4.487,26.62
028,4.502,26.58
029,4.488,26.83
030,4.5,26.53
031,4.486,27.32
032,4.486,27.01
033,4.482,27.16
034,4.485,27.25
035,4.475,27.13
036,4.476,27.15
037,4.469,26.88
038,4.471,27.1
039,4.488,26.84
040,4.468,27.55
041,4.475,27.46
042,4.474,27.6
043,4.482,27.15
044,4.48,27.14
045,4.472,27.55
046,4.469,27.36
047,4.466,27.34
048,4.472,27.63
049,4.481,27.48
050,4.485,27.44
051,4.483,27.64
052,4.485,27.66
053,4.48,27.8
054,4.48,27.49
055,4.482,27.67
056,4.477,27.38
057,4.472,27.57
058,4.494,27.43
059,4.486,27.49
060,4.493,27.74
