epoch,loss,bleu
001,8.908,1.06
002,7.687,2.45
003,7.068,4.67
004,6.585,7.55
005,6.217,9.95
006,6.014,11.54
007,5.794,13.43
008,5.607,13.83
009,5.432,16.8
010,5.329,17.84
011,5.243,18.21
012,5.19,19.47
013,5.241,17.73
014,5.086,20.45
015,5.056,20.62
016,5.015,21.23
017,4.999,21.53
018,4.972,21.98
019,4.968,21.66
020,4.941,22.35
021,4.921,22.68
022,4.944,21.33
023,4.911,22.77
024,4.901,22.6
025,4.888,23.13
026,4.903,22.16
027,4.875,23.03
028,4.875,23.06
029,4.873,23.44
030,4.867,23.35
031,4.857,23.54
032,4.884,23.25
033,4.858,23.9
034,4.859,23.63
035,4.851,23.76
036,4.861,23.47
037,4.854,23.7
038,4.864,24.01
039,4.855,23.81
040,4.859,23.86
041,4.85,24.31
042,4.874,23.94
043,4.857,23.76
044,4.855,24.09
045,4.861,23.99
046,4.863,24.14
047,4.857,24.27
048,4.856,24.24
