epoch,loss,bleu
001,8.52,1.2
002,7.337,3.77
003,6.719,6.36
004,6.276,9
005,5.929,11.72
006,5.67,13.97
007,5.469,16.04
008,5.324,15.75
009,5.182,18.69
010,5.121,19.61
011,5.05,20.04
012,5.019,21.16
013,5.051,19.86
014,4.972,21.74
015,4.974,21.69
016,4.952,21.95
017,4.943,22.37
018,4.942,22.53
019,4.955,22.39
020,4.942,22.76
021,4.947,22.77
022,4.99,21.45
023,4.963,22.94
024,4.965,22.79
025,4.971,23.04
026,4.983,22.43
027,4.988,22.75
028,4.991,22.84
029,5.005,23.07
030,5.006,23.01
031,5.008,22.78
032,5.025,22.88
033,5.031,23.04
034,5.03,23.16
035,5.031,23.09
036,5.057,22.94
037,5.055,22.88
038,5.068,22.97
039,5.067,22.85
040,5.074,22.77
041,5.077,23.18
042,5.1,23.01
043,5.098,22.72
044,5.103,22.89
045,5.11,22.8
046,5.124,22.75
047,5.124,22.91
048,5.132,23.03
