epoch,loss,bleu
001,8.779,0.59
002,7.61,2.32
003,6.982,4.57
004,6.506,7.69
005,6.139,10.22
006,5.92,11.91
007,5.684,14.52
008,5.493,14.78
009,5.33,17.36
010,5.242,18.65
011,5.162,18.98
012,5.107,20.4
013,5.175,18.42
014,5.026,21.17
015,5,21.17
016,4.967,21.52
017,4.949,22.25
018,4.931,22.4
019,4.929,22.21
020,4.908,22.86
021,4.897,23.2
022,4.927,21.84
023,4.894,23.09
024,4.883,23.04
025,4.877,23.26
026,4.89,22.69
027,4.872,23.23
028,4.871,23.02
029,4.873,23.44
030,4.869,23.72
031,4.873,23.62
032,4.885,23.35
033,4.87,23.71
034,4.873,23.62
035,4.867,23.88
036,4.876,23.61
037,4.875,23.74
038,4.882,23.63
039,4.876,23.77
040,4.885,23.62
041,4.878,24.29
042,4.898,23.58
043,4.885,23.66
044,4.883,23.93
045,4.891,23.81
046,4.896,23.73
047,4.886,24.27
048,4.893,24.19
