epoch,loss,bleu
001,9.037,1.07
002,7.81,2.11
003,7.172,3.85
004,6.694,6.93
005,6.307,9.36
006,6.163,10.34
007,5.85,13.49
008,5.699,12.89
009,5.522,15.86
010,5.405,17.21
011,5.322,17.76
012,5.257,18.72
013,5.316,17.35
014,5.144,20.25
015,5.115,20.08
016,5.056,21.05
017,5.043,21.22
018,5.006,21.87
019,4.992,21.58
020,4.98,21.86
021,4.952,22.49
022,4.973,21.18
023,4.935,22.57
024,4.914,22.56
025,4.902,23.2
026,4.904,22.31
027,4.887,22.95
028,4.889,22.83
029,4.88,23.38
030,4.869,23.39
031,4.855,23.4
032,4.886,23.1
033,4.846,23.93
034,4.855,23.31
035,4.841,24.04
036,4.857,23.28
037,4.837,24.01
038,4.849,23.84
039,4.84,23.84
040,4.852,23.49
041,4.826,24.2
042,4.85,23.74
043,4.838,23.78
044,4.83,24.08
045,4.831,24.07
046,4.833,23.9
047,4.823,24.45
048,4.827,24.25
049,4.827,24.22
050,4.82,24.4
051,4.825,24.58
052,4.854,23.71
053,4.833,24.46
054,4.824,24.27
055,4.821,24.38
056,4.822,24.41
057,4.816,24.48
058,4.822,24.54
