epoch,loss,bleu
001,9.378,0.75
002,8.29,1.53
003,7.635,2.3
004,7.144,4.75
005,6.748,6.9
006,6.645,7.54
007,6.27,10.24
008,6.167,10.14
009,5.959,13
010,5.855,13.77
011,5.731,14.82
012,5.662,15.75
013,5.773,14.32
014,5.521,17.19
015,5.49,16.88
016,5.398,18.27
017,5.379,18.81
018,5.336,19.07
019,5.29,19.15
020,5.292,19.08
021,5.239,19.96
022,5.274,18.74
023,5.215,20.12
024,5.171,20.37
025,5.157,21.09
026,5.142,20.5
027,5.116,20.92
028,5.114,21.14
029,5.114,21.14
030,5.093,21.54
031,5.065,21.7
032,5.127,20.89
033,5.04,22.22
034,5.065,21.59
035,5.033,22.32
036,5.036,21.85
037,5.002,22.24
038,5.025,22.23
039,4.997,22.56
040,5.015,22.34
041,4.971,22.93
042,4.991,22.76
043,4.98,22.78
044,4.97,22.99
045,4.973,22.87
046,4.97,23.03
047,4.946,23.41
048,4.94,23.43
049,4.944,23.27
050,4.939,23.6
051,4.944,23.58
052,4.974,22.49
053,4.927,23.51
054,4.923,23.25
055,4.914,23.83
056,4.904,23.66
057,4.898,23.77
058,4.907,23.92
059,4.917,23.63
060,4.912,23.78
061,4.897,23.82
062,4.975,22.63
063,4.927,23.24
064,4.891,24.19
065,4.878,24.22
066,4.914,23.39
067,4.882,23.87
068,4.882,24.08
069,4.877,24.08
070,4.882,24.25
071,4.876,24.11
072,4.884,24.01
073,4.876,24.09
074,4.883,24.18
075,4.87,24.5
076,4.861,24.51
077,4.852,24.12
078,4.852,24.45
079,4.866,24.1
080,4.852,24.72
