epoch,loss,bleu
001,8.925,0.81
002,7.674,2.45
003,7.057,4.44
004,6.578,7.44
005,6.226,9.58
006,6.03,11.49
007,5.812,13.18
008,5.617,13.69
009,5.451,16.63
010,5.342,17.52
011,5.258,17.99
012,5.206,19
013,5.243,17.99
014,5.081,20.56
015,5.059,20.81
016,5.015,21.36
017,4.992,21.96
018,4.964,21.97
019,4.959,21.94
020,4.939,22.71
021,4.92,22.78
022,4.947,21.34
023,4.911,23.04
024,4.894,22.85
025,4.883,23.38
026,4.893,22.61
027,4.876,23.3
028,4.873,23.18
029,4.866,23.54
030,4.861,23.8
031,4.856,23.46
032,4.875,23.5
033,4.852,24.22
034,4.854,23.8
035,4.849,24.22
036,4.867,23.63
037,4.848,24.1
038,4.853,24.35
039,4.852,24.04
040,4.852,23.95
041,4.839,24.56
042,4.867,23.95
043,4.853,23.91
044,4.854,24.14
045,4.851,24.29
046,4.861,24.17
047,4.849,24.56
048,4.851,24.43
049,4.853,24.12
050,4.853,24.37
051,4.86,24.53
052,4.882,23.81
053,4.87,24.51
054,4.862,24.17
