epoch,loss,bleu
001,9.379,0.76
002,8.266,1.57
003,7.632,2.55
004,7.125,4.77
005,6.736,6.87
006,6.562,8.35
007,6.246,10.48
008,6.143,10.02
009,5.951,12.87
010,5.849,13.81
011,5.727,14.53
012,5.654,16.06
013,5.774,14.27
014,5.516,17.1
015,5.466,17.74
016,5.394,18.27
017,5.361,19.08
018,5.319,19.12
019,5.281,19.48
020,5.273,19.54
021,5.23,20.27
022,5.268,18.75
023,5.202,20.27
024,5.158,20.64
025,5.147,21.27
026,5.137,20.44
027,5.106,21.2
028,5.124,20.86
029,5.096,21.48
030,5.072,22.13
031,5.051,21.85
032,5.082,21.56
033,5.031,22.55
034,5.04,22.14
035,5.022,22.72
036,5.024,22.23
037,4.987,22.69
038,5.011,22.69
039,4.99,22.9
040,5.009,22.29
041,4.96,23.31
042,4.986,22.86
043,4.968,22.92
044,4.962,23.14
045,4.958,23.32
046,4.951,23.19
047,4.926,23.74
048,4.92,23.72
049,4.928,23.76
050,4.922,23.79
051,4.93,23.88
052,4.97,22.56
053,4.919,23.7
054,4.906,23.54
055,4.895,23.96
056,4.893,23.69
057,4.884,24.23
058,4.884,24.2
059,4.905,23.85
060,4.899,23.86
