epoch,loss,bleu
001,9.395,0.88
002,8.293,1.82
003,7.608,2.5
004,7.106,5.13
005,6.715,7.06
006,6.577,7.96
007,6.245,10.59
008,6.129,10.25
009,5.949,13.03
010,5.84,13.8
011,5.723,14.67
012,5.674,15.47
013,5.788,14.33
014,5.527,17.09
015,5.486,17.53
016,5.406,18.14
017,5.386,18.48
018,5.338,19
019,5.301,19.19
020,5.299,19.1
021,5.251,20.03
022,5.286,18.47
023,5.234,20.15
024,5.171,20.35
025,5.161,21.08
026,5.154,20.26
027,5.12,20.99
028,5.13,21.07
029,5.118,21.2
030,5.093,21.72
031,5.065,21.8
032,5.136,20.86
033,5.041,22.52
034,5.056,22
035,5.026,22.64
036,5.037,22.07
037,5.001,22.67
038,5.027,22.4
039,5.001,22.86
040,5.024,22.23
041,4.969,23.37
042,4.996,22.79
043,4.969,23.04
044,4.97,23.03
045,4.962,23.21
046,4.962,23.08
047,4.942,23.51
048,4.933,23.56
049,4.937,23.57
050,4.931,23.58
051,4.942,23.63
052,4.976,22.64
053,4.927,23.58
054,4.911,23.56
055,4.903,23.76
056,4.902,23.72
057,4.891,24.04
058,4.897,24.1
059,4.906,23.85
060,4.908,23.58
061,4.901,23.88
062,4.935,23.17
063,4.925,23.61
064,4.879,24.48
065,4.877,24.32
066,4.892,23.78
067,4.888,23.93
